id	"Comp. Word"	Frequency	Pronunciation	"English Translation"
21625	寺男	8	teraotoko	"male temple employee"
21626	次子	8	zisi	"the next child"
21627	次第	8	sidai	"dependent upon"
21628	治績	8	tiseki	administration
21629	磁束	8	zisoku	"magnetic flux"
21630	自縛	8	zibaku	"being circumscribed by one's own words and actions"
21631	自噴	8	zihun	"gushing forth"
21632	七光	8	nanahikari	"benefiting from the influence of a master or parent"
21633	七夜	8	sitiya	"celebration of a child's seventh day"
21634	七曜	8	sitiyoo	"the seven luminaries"
21635	湿潤	8	situzyun	dampness
21636	実科	8	zikka	"practical course"
21637	実線	8	zissen	"solid line"
21638	車輌	8	syaryoo	"rolling stock"
21639	蛇体	8	zyatai	"body of a snake"
21640	邪恋	8	zyaren	"illicit love"
21641	手頃	8	tegoro	moderate
21642	手勢	8	tezei	"one's troops"
21643	狩衣	8	kariginu	kariginu
21644	秋作	8	akisaku	"autumn crops"
21645	秋晴	8	akibare	"clear autumnal weather"
21646	秋霜	8	syuusoo	"autumn frost"
21647	週日	8	syuuzitu	weekday
21648	十方	8	zippoo	"the ten directions"
21649	十夜	8	zyuuya	"ten-night memorial service"
21650	従犯	8	zyuuhan	accomplice
21651	重訳	8	zyuuyaku	retranslation
21652	順列	8	zyunretu	permutation
21653	女滝	8	medaki	"the smaller waterfall"
21654	小宴	8	syooen	party
21655	掌篇	8	syoohen	"short short story"
21656	称名	8	syoomyoo	"intoning or chanting the name of the Buddha"
21657	上長	8	zyootyoo	"one's superior"
21658	上表	8	zyoohyoo	"memorial to the emperor"
21659	上臈	8	zyooroo	"court lady"
21660	情死	8	zyoosi	"double love suicide"
21661	情人	8	zyoonin	lover
21662	浄書	8	zyoosyo	"clean copy"
21663	職長	8	syokutyoo	foreman
21664	色情	8	sikizyoo	"sexual passion"
21665	新湯	8	arayu	"clean, freshly poured bath"
21666	真竹	8	madake	"Japanese timber bamboo"
21667	神鏡	8	sinkyoo	"divine mirror"
21668	甚六	8	zinroku	dunce
21669	陣笠	8	zingasa	"ancient soldier's straw hat"
21670	図法	8	zuhoo	drawing
21671	推定	8	suitei	presumption
21672	杉菜	8	sugina	"field horsetail"
21673	寸秒	8	sunbyoo	"a moment"
21674	征討	8	seitoo	subjugation
21675	性善	8	seizen	"intrinsic goodness"
21676	正使	8	seisi	"senior envoy"
21677	正中	8	seityuu	"the exact middle"
21678	生紙	8	kigami	"unsized paper"
21679	生録	8	namaroku	"live recording"
21680	声調	8	seityoo	tone
21681	斥候	8	sekkoo	scout
21682	脊索	8	sekisaku	notochord
21683	折紙	8	origami	origami
21684	折敷	8	osiki	"wooden tray"
21685	仙骨	8	senkotu	sacrum
21686	先学	8	sengaku	"academic predecessor"
21687	先山	8	sakiyama	"skilled miner"
21688	潜熱	8	sennetu	"latent heat"
21689	旋法	8	senpoo	mode
21690	船脚	8	hunaasi	"speed of a boat"
21691	船台	8	sendai	berth
21692	船方	8	hunakata	boatman
21693	船齢	8	senrei	"age of a vessel"
21694	前額	8	zengaku	forehead
21695	前章	8	zensyoo	"prior chapter"
21696	前説	8	zensetu	"former opinion"
21697	全知	8	zenti	omniscience
21698	禅定	8	zenzyoo	dhyana-samadhi
21699	曾孫	8	himago	great-grandchild
21700	疎密	8	somitu	"coarseness and fineness"
21701	蘇芳	8	suoo	sappanwood
21702	僧堂	8	soodoo	"temple meditation hall or certain other temple structures"
21703	早暁	8	soogyoo	daybreak
21704	早鐘	8	hayagane	"alarm bell"
21705	槍玉	8	yaridama	victim
21706	草莽	8	soomoo	commoner
21707	送受	8	soozyu	"sending and receiving"
21708	即今	8	sokkon	"at the moment"
21709	俗気	8	zokuki	vulgarity
21710	属領	8	zokuryoo	possession
21711	多情	8	tazyoo	profligate
21712	太線	8	hutosen	"heavy line"
21713	対語	8	taigo	"kanji compound formed of opposing elements"
21714	袋帯	8	hukuroobi	"double-woven obi"
21715	大官	8	taikan	"high-ranking official"
21716	大鑑	8	taikan	encyclopedia
21717	大賢	8	taiken	"great sage"
21718	大損	8	oozon	"heavy loss"
21719	大杯	8	taihai	"large cup"
21720	卓袱	8	sippoku	"Chinese-style low dining table"
21721	単利	8	tanri	"simple interest"
21722	炭窯	8	sumigama	"charcoal kiln"
21723	痴情	8	tizyoo	"being struck mad by love"
21724	築堤	8	tikutei	embankment
21725	茶渋	8	tyasibu	"tea incrustation"
21726	茶筅	8	tyasen	"tea whisk"
21727	中頃	8	nakagoro	"about the middle"
21728	中値	8	nakane	"medium or average price"
21729	中程	8	nakahodo	middle
21730	中有	8	tyuuu	"between one's death and rebirth"
21731	仲秋	8	tyuusyuu	"15th day of the 8th lunar month"
21732	忠勇	8	tyuuyuu	"loyalty and bravery"
21733	丁子	8	tyoozi	clove
21734	超俗	8	tyoozoku	aloofness
21735	長円	8	tyooen	ellipse
21736	長駆	8	tyooku	"a long march"
21737	長座	8	tyooza	"long stay"
21738	長波	8	tyooha	"long wave"
21739	鎮台	8	tindai	garrison
21740	痛烈	8	tuuretu	severe
21741	潰滅	8	kaimetu	destruction
21742	爪跡	8	tumeato	"fingernail mark"
21743	吊革	8	turikawa	strap
21744	艇庫	8	teiko	boat-house
21745	泥中	8	deityuu	"in the mud or mire"
21746	泥田	8	dorota	"rice paddy with a thick layer of mud at the bottom"
21747	典雅	8	tenga	grace
21748	殿御	8	tonogo	gentlemen
21749	田圃	8	tanbo	"paddy field"
21750	土塊	8	dokai	"lump of earth"
21751	冬芽	8	tooga	"winter buds"
21752	燈台	8	toodai	lighthouse
21753	等温	8	tooon	isothermal
21754	等質	8	toositu	"same nature or quality"
21755	藤袴	8	huzibakama	thoroughwort
21756	胴着	8	doogi	undergarment
21757	内攻	8	naikoo	"settling in internal organs"
21758	軟鉄	8	nantetu	"soft iron"
21759	肉感	8	nikkan	"sexual feeling"
21760	日永	8	hinaga	"long day"
21761	乳質	8	nyuusitu	"milk quality"
21762	年年	8	nennen	years
21763	年令	8	nenrei	age
21764	能管	8	nookan	"noh flute"
21765	能筆	8	noohitu	"skillful penmanship"
21766	馬面	8	umazura	"long thin face"
21767	売薬	8	baiyaku	"patent medicine"
21768	柏手	8	kasiwade	"clapping one's hands in prayer"
21769	白銅	8	hakudoo	"nickel and copper alloy"
21770	白妙	8	sirotae	"white cloth"
21771	薄塩	8	usuzio	"lightly salted"
21772	半玉	8	hangyoku	"child geisha"
21773	半纏	8	hanten	"traditional short winter coat resembling a haori without gussets"
21774	板子	8	itago	"ship plank"
21775	板場	8	itaba	kitchen
21776	番手	8	bante	count
21777	病毒	8	byoodoku	virus
21778	貧相	8	hinsoo	seedy-looking
21779	敏捷	8	binsyoo	nimble
21780	付会	8	hukai	adding
21781	舞扇	8	maioogi	"dancer's fan"
21782	風浪	8	huuroo	"wind and wave"
21783	腹切	8	harakiri	"ritual suicide"
21784	腹壁	8	hukuheki	"abdominal wall"
21785	分掌	8	bunsyoo	"division of duties"
21786	文弱	8	bunzyaku	"attraction to books or learning"
21787	平絹	8	hiraginu	"plain silk"
21788	平底	8	hirazoko	"flat bottom"
21789	碧水	8	hekisui	"blue water"
21790	返付	8	henpu	return
21791	補筆	8	hohitu	retouch
21792	暮夜	8	boya	night
21793	奉答	8	hootoo	"reply to the throne"
21794	放屁	8	hoohi	"breaking wind"
21795	法螺	8	hora	boasting
21796	砲門	8	hoomon	gunport
21797	豊満	8	hooman	stout
21798	傍役	8	wakiyaku	"supporting role"
21799	防共	8	bookyoo	anticommunist
21800	頬骨	8	hoobone	cheekbones
21801	奔馬	8	honba	"runaway horse"
21802	枕許	8	makuramoto	"near one's pillow"
21803	万般	8	banpan	"all things"
21804	万両	8	manryoo	"Ardisia crenata"
21805	蜜蝋	8	mituroo	beeswax
21806	無主	8	musyu	unowned
21807	無粋	8	busui	boorish
21808	無電	8	muden	wireless
21809	名号	8	myoogoo	"name of a or the Buddha"
21810	名答	8	meitoo	"correct answer"
21811	名望	8	meiboo	reputation
21812	命数	8	meisuu	"span of life"
21813	妄語	8	moogo	lie
21814	毛羽	8	keba	fluff
21815	猛然	8	moozen	fiercely
21816	木屑	8	kikuzu	"wood chips"
21817	木耳	8	kikurage	"cloud ear mushroom"
21818	紋付	8	montuki	"decorated with one's family crest"
21819	夜寒	8	yosamu	"night cold"
21820	野面	8	nozura	field
21821	厄除	8	yakuyoke	"warding off evil"
21822	厄日	8	yakubi	"unlucky day"
21823	唯心	8	yuisin	"doctrine that all phenomena are produced from consciousness"
21824	優性	8	yuusei	dominance
21825	有産	8	yuusan	propertied
21826	有余	8	yuuyo	"more than"
21827	有理	8	yuuri	rational
21828	雄松	8	omatu	"black pine"
21829	余得	8	yotoku	emoluments
21830	容態	8	yoodai	condition
21831	洋種	8	yoosyu	"Western or foreign type"
21832	用足	8	yootasi	"running errands"
21833	葉状	8	yoozyoo	leaflike
21834	養家	8	yooka	"adoptive family"
21835	来朝	8	raityoo	"arriving in Japan"
21836	落伍	8	rakugo	"dropping out of"
21837	乱丁	8	rantyoo	"pages out of order"
21838	藍染	8	aizome	"indigo dye"
21839	流石	8	sasuga	"as one would expect"
21840	溜飲	8	ryuuin	"water brash"
21841	了知	8	ryooti	knowing
21842	涼気	8	ryooki	"cool air"
21843	猟場	8	ryooba	"hunting grounds"
21844	緑肥	8	ryokuhi	"green manure"
21845	淋病	8	rinbyoo	"gonorrheal infection"
21846	輪作	8	rinsaku	"rotation of crops"
21847	類聚	8	ruizyuu	"collection of similar objects"
21848	零点	8	reiten	zero
21849	連語	8	rengo	"compound word"
21850	連子	8	tureko	"child from previous marriage"
21851	連珠	8	renzyu	"variant of gobang"
21852	路程	8	rotei	distance
21853	露頭	8	rotoo	"rocky outcrop"
21854	肋膜	8	rokumaku	pleura
21855	脇差	8	wakizasi	"short sword"
21856	僭主	8	sensyu	usurper
21857	几帳	8	kityoo	screen
21858	匕首	8	hisyu	dagger
21859	幇助	8	hoozyo	assistance
21860	慇懃	8	ingin	courtesy
21861	渾名	8	adana	nickname
21862	狡知	8	kooti	craft
21863	狡智	8	kooti	craft
21864	瑪瑙	8	menoo	agate
21865	甦生	8	sosei	rebirth
21866	瘋癲	8	huuten	insanity
21867	箜篌	8	kugo	konghou
21868	臘梅	8	roobai	wintersweet
21869	苹果	8	ringo	apple
21870	藺草	8	igusa	"soft rush"
21871	褶曲	8	syuukyoku	bend
21872	颶風	8	guhuu	tornado
21873	驕慢	8	kyooman	arrogance
21874	魍魎	8	mooryoo	"all kinds of spirits and goblins"
21875	鮟鱇	8	ankoo	goosefish
21876	愛誦	7	aisyoo	"love of reading"
21877	悪食	7	akuziki	"eating poor food"
21878	悪僧	7	akusoo	"dissolute priest"
21879	旭光	7	kyokkoo	"rays of the rising sun"
21880	粟粒	7	awatubu	"millet grain"
21881	畏友	7	iyuu	"one's esteemed friend"
21882	胃散	7	isan	"stomach medicine"
21883	胃弱	7	izyaku	dyspepsia
21884	遺臣	7	isin	"surviving retainer"
21885	井守	7	imori	newt
21886	一決	7	ikketu	agreed
21887	一向	7	hitaburu	"nothing but"
21888	一白	7	ippaku	"first of nine traditional astrological signs"
21889	芋版	7	imoban	"stamp made with a potato"
21890	引致	7	inti	arrest
21891	淫蕩	7	intoo	dissipation
21892	院号	7	ingoo	"former emperor"
21893	陰極	7	inkyoku	cathode
21894	陰膳	7	kagezen	"tray for absent one"
21895	右筆	7	yuuhitu	"private secretary"
21896	渦状	7	kazyoo	spiral
21897	閏年	7	uruudosi	"leap year"
21898	雲居	7	kumoi	sky
21899	曳船	7	eisen	tugboat
21900	栄枯	7	eiko	vicissitudes
21901	栄辱	7	eizyoku	"honor and-or shame"
21902	栄耀	7	eiyoo	luxury
21903	益鳥	7	ekityoo	"beneficial bird"
21904	円本	7	enpon	"one-yen book"
21905	艶聞	7	enbun	"love affair"
21906	押捺	7	oonatu	sealing
21907	牡蛎	7	kaki	oyster
21908	温和	7	onwa	gentle
21909	穏当	7	ontoo	proper
21910	穏和	7	onwa	gentle
21911	下意	7	kai	"the feelings of the people"
21912	加増	7	kazoo	increase
21913	可聴	7	katyoo	audible
21914	家運	7	kaun	"family fortunes"
21915	家蔵	7	kazoo	"household possessions"
21916	暇人	7	himazin	"person with a lot of free time on their hands"
21917	河港	7	kakoo	"river port"
21918	火焼	7	hitaki	"Old World flycatcher"
21919	雅語	7	gago	"refined diction"
21920	恢復	7	kaihuku	restoration
21921	懐郷	7	kaikyoo	nostalgia
21922	懐手	7	hutokorode	"with hands in pockets"
21923	懐抱	7	kaihoo	"idea borne in mind"
21924	絵姿	7	esugata	portrait
21925	絵暦	7	egoyomi	"traditional Japanese calendar with pictures"
21926	開架	7	kaika	"open access"
21927	開闢	7	kaibyaku	beginnings
21928	外戚	7	gaiseki	"maternal relative"
21929	外米	7	gaimai	"foreign rice"
21930	蓋物	7	hutamono	"lidded pottery or receptacle"
21931	割勘	7	warikan	"splitting the cost"
21932	萱草	7	kanzoo	hemerocallis
21933	乾季	7	kanki	"dry season"
21934	寒肥	7	kangoe	"winter manure"
21935	勧学	7	kangaku	"encouragement of learning"
21936	官署	7	kansyo	"government office"
21937	汗疹	7	asemo	"prickly heat"
21938	簡約	7	kanyaku	conciseness
21939	肝心	7	kanzin	essential
21940	観想	7	kansoo	meditation
21941	間男	7	maotoko	"married woman's secret lover"
21942	閑雅	7	kanga	refined
21943	閑人	7	himazin	"person with a lot of free time on their hands"
21944	閑談	7	kandan	"quiet conversation"
21945	丸公	7	marukoo	"official price"
21946	丸髷	7	marumage	"traditional married woman's hair style, with an oval chignon on top"
21947	眼福	7	ganpuku	"a sight for sore eyes"
21948	雁皮	7	ganpi	"Diplomorpha sikokiana"
21949	伎芸	7	gigei	"art of kabuki"
21950	喜怒	7	kido	"joy and anger"
21951	基質	7	kisitu	substrate
21952	奇遇	7	kiguu	"unexpected meeting"
21953	寄場	7	yoseba	"gathering place"
21954	機屋	7	hataya	weaver
21955	貴紙	7	kisi	"your magazine"
21956	鬼婆	7	onibaba	hag
21957	擬制	7	gisei	"legal fiction"
21958	宮室	7	kyuusitu	palace
21959	宮門	7	kyuumon	"gate of a palace"
21960	弓弦	7	yuzuru	bowstring
21961	級数	7	kyuusuu	series
21962	旧派	7	kyuuha	"old school"
21963	巨躯	7	kyoku	"big frame"
21964	許婚	7	kyokon	fiance
21965	京間	7	kyooma	"standard measurement for the distance between pillars in the Kansai area"
21966	供奉	7	gubu	accompanying
21967	共産	7	kyoosan	communism
21968	共修	7	kyoosyuu	"studying together"
21969	叫喚	7	kyookan	shout
21970	胸壁	7	kyooheki	"chest walls"
21971	驚喜	7	kyooki	"pleasant surprise"
21972	驚倒	7	kyootoo	sensational
21973	業病	7	goobyoo	"incurable disease"
21974	玉串	7	tamagusi	"with paper or cotton strips attached"
21975	玉章	7	tamazusa	love-letter
21976	勤倹	7	kinken	industry
21977	錦木	7	nisikigi	"winged spindle-tree"
21978	禁圧	7	kinatu	suppression
21979	禁色	7	kinziki	"restrictions on the use of colors by ranks of Heian era courtiers"
21980	近東	7	kintoo	"Near East"
21981	金気	7	kanake	"metallic taste"
21982	金座	7	kinza	"Edo-period gold mint"
21983	九星	7	kyuusei	"nine traditional astrological signs in Onmyoudou, each corresponding to the year of a person's birth and used to create a horoscope"
21984	句法	7	kuhoo	"conventions to be followed in composing Japanese poetry"
21985	空家	7	akiya	"vacant house"
21986	空漠	7	kuubaku	vast
21987	空発	7	kuuhatu	"explosion without effect"
21988	熊笹	7	kumazasa	"kuma bamboo grass"
21989	軍陣	7	gunzin	camp
21990	軍律	7	gunritu	"martial law"
21991	芸文	7	geibun	"art and literature"
21992	欠配	7	keppai	"suspension of rations or payments"
21993	結髪	7	keppatu	hairdressing
21994	月代	7	tukisiro	"shaved part of the forehead"
21995	検番	7	kenban	"geisha call-office"
21996	牽強	7	kenkyoo	"distortion of facts"
21997	肩先	7	katasaki	shoulder
21998	見込	7	mikomi	hope
21999	賢愚	7	kengu	"the wise and the foolish"
22000	険阻	7	kenso	precipice
22001	顕教	7	kengyoo	"exoteric Buddhist teachings"
22002	減水	7	gensui	"subsiding of water"
22003	故買	7	kobai	"buying stolen goods"
22004	胡散	7	usan	suspicious
22005	後人	7	koozin	posterity
22006	御召	7	omesi	summoning
22007	御節	7	oseti	"food served during the New Year's Holidays"
22008	護法	7	gohoo	"defence of Buddhist doctrines"
22009	交合	7	koogoo	"sexual union"
22010	交接	7	koosetu	"sexual intercourse"
22011	光物	7	hikarimono	"luminous body like a shooting star"
22012	光耀	7	kooyoo	shining
22013	口琴	7	kookin	"mouth harp"
22014	巧言	7	koogen	flattery
22015	巧緻	7	kooti	elaborate
22016	広縁	7	hiroen	"broad or spacious veranda"
22017	稿本	7	koohon	manuscript
22018	紅顔	7	koogan	"rosy cheeks"
22019	紅雀	7	benisuzume	"red avadavat"
22020	衡平	7	koohei	balance
22021	降職	7	koosyoku	degradation
22022	高雅	7	kooga	refined
22023	高説	7	koosetu	"your opinion"
22024	高禄	7	kooroku	"high salary"
22025	剛毅	7	gooki	fortitude
22026	豪胆	7	gootan	boldness
22027	告文	7	kokubun	"written report to the gods"
22028	告諭	7	kokuyu	"official notice"
22029	国璽	7	kokuzi	"the seal of state"
22030	国手	7	kokusyu	"skilled physician"
22031	穀粉	7	kokuhun	flour
22032	黒枠	7	kurowaku	"mourning borders"
22033	腰掛	7	kosikake	seat
22034	腰巻	7	kosimaki	loincloth
22035	腰湯	7	kosiyu	"sitz bath"
22036	骨相	7	kossoo	physique
22037	墾田	7	konden	"new rice field"
22038	懇切	7	konsetu	kindness
22039	懇望	7	konboo	entreaty
22040	在社	7	zaisya	"to be in one's office"
22041	搾油	7	sakuyu	"oil expression"
22042	雑報	7	zappoo	"general news"
22043	三水	7	sanzui	"kanji ""water"" radical "
22044	参酌	7	sansyaku	"comparison and choosing the good"
22045	産室	7	sansitu	"maternity room"
22046	残品	7	zanpin	"remaining stock"
22047	子鹿	7	kozika	fawn
22048	市勢	7	sisei	"city conditions"
22049	止観	7	sikan	"calm abiding and clear observation"
22050	至当	7	sitoo	just
22051	諮詢	7	sizyun	question
22052	事相	7	zisoo	aspect
22053	持説	7	zisetu	"one's cherished opinion"
22054	持分	7	motibun	share
22055	磁針	7	zisin	"magnetic needle"
22056	而立	7	ziritu	"age 30"
22057	耳輪	7	mimiwa	earring
22058	自適	7	ziteki	"living free from worldly care"
22059	叱正	7	sissei	"point out errors"
22060	捨身	7	syasin	"renouncing the flesh or the world"
22061	斜光	7	syakoo	"slanting rays of light"
22062	社家	7	syake	"family of Shinto priests serving a shrine on a hereditary basis"
22063	社頭	7	syatoo	"a shrine"
22064	若党	7	wakatoo	foot-man
22065	若様	7	wakasama	"young master"
22066	手書	7	syusyo	"writing by oneself"
22067	手摺	7	tesuri	handrail
22068	種蒔	7	tanemaki	"sowing seeds"
22069	受戒	7	zyukai	"vowing to follow the precepts"
22070	呪物	7	zyubutu	fetish
22071	周章	7	syuusyoo	agitation
22072	就眠	7	syuumin	retiring
22073	愁眉	7	syuubi	"worried look"
22074	襲歩	7	syuuho	gallop
22075	獣性	7	zyuusei	brutality
22076	重犯	7	zyuuhan	felony
22077	銃床	7	zyuusyoo	gunstock
22078	宿便	7	syukuben	"feces contained long in the intestines"
22079	熟眠	7	zyukumin	"sound sleep"
22080	出札	7	syussatu	"issuing tickets"
22081	出物	7	demono	rash
22082	初生	7	syosei	firstborn
22083	所説	7	syosetu	explanation
22084	叙位	7	zyoi	investiture
22085	叙法	7	zyohoo	modal
22086	女院	7	nyoin	"woman bestowed with the title ""in"" "
22087	女坂	7	onnazaka	"the easier of two slopes"
22088	除目	7	zimoku	"ceremony for appointing officials other than ministers"
22089	勝運	7	syooun	"luck at winning"
22090	小遣	7	kozukai	"pocket money"
22091	小職	7	syoosyoku	"lowly government servant"
22092	小成	7	syoosei	"a minor success"
22093	小農	7	syoonoo	"small farmer"
22094	小母	7	oba	"endearing term for unrelated older woman"
22095	小名	7	syoomyoo	"minor feudal lord"
22096	床几	7	syoogi	"camp stool"
22097	昭代	7	syoodai	"glorious reign"
22098	焼餅	7	yakimoti	jealousy
22099	色感	7	sikikan	"sense of color"
22100	色欲	7	sikiyoku	lust
22101	食紅	7	syokubeni	"red food coloring"
22102	寝殿	7	sinden	"main building in a Heian palace"
22103	心願	7	singan	prayer
22104	心算	7	sinsan	intention
22105	心持	7	kokoromoti	feeling
22106	新券	7	sinken	"new banknote"
22107	深爪	7	hukazume	"to the quick"
22108	神水	7	zinzui	"water offered to God"
22109	身空	7	misora	body
22110	針山	7	hariyama	pincushion
22111	人外	7	zingai	"uninhabited area"
22112	図体	7	zuutai	body
22113	数多	7	suuta	many
22114	世知	7	seti	"worldly wisdom"
22115	制式	7	seisiki	"defined style"
22116	姓氏	7	seisi	"full name"
22117	性悪	7	seiaku	ill-natured
22118	成因	7	seiin	origin
22119	政客	7	seikaku	politician
22120	整斉	7	seisei	symmetrical
22121	正業	7	seigyoo	"legitimate occupation"
22122	正絹	7	syooken	"pure silk"
22123	正数	7	seisuu	"positive number"
22124	清栄	7	seiei	"your health and prosperity"
22125	生々	7	seisei	lively
22126	生別	7	seibetu	"lifelong separation"
22127	声涙	7	seirui	"tearful voice"
22128	西紀	7	seiki	"Christian era"
22129	赤化	7	sekka	Sovietize
22130	切花	7	kiribana	"cut flowers"
22131	切株	7	kirikabu	stump
22132	折戸	7	orido	"folding door"
22133	雪景	7	sekkei	"snowy scenery"
22134	雪柳	7	yukiyanagi	"Thunberg spirea"
22135	千万	7	senman	10,000,000
22136	専断	7	sendan	"arbitrary decision"
22137	尖兵	7	senpei	vanguard
22138	船幅	7	senpuku	"ship's beam"
22139	善根	7	zenkon	"good deeds"
22140	措定	7	sotei	assumption
22141	祖語	7	sogo	protolanguage
22142	素生	7	suzyoo	birth
22143	組頭	7	kumigasira	"group leader"
22144	壮健	7	sooken	healthy
22145	掃滅	7	soometu	"wiping out"
22146	早番	7	hayaban	"early arrival"
22147	早老	7	sooroo	"premature aging"
22148	草色	7	kusairo	"dark green"
22149	霜夜	7	simoyo	"frosty night"
22150	騒擾	7	soozyoo	riot
22151	側聞	7	sokubun	"casually hearing"
22152	足蹴	7	asige	kick
22153	尊者	7	sonzya	"Buddhist saint"
22154	尊父	7	sonpu	"your father"
22155	多毛	7	tamoo	hairy
22156	打掛	7	utikake	"women's bridal robe with trailing skirts worn over a kimono"
22157	体言	7	taigen	"uninflected word"
22158	滞欧	7	taioo	"staying in Europe"
22159	退校	7	taikoo	"leaving school"
22160	大詰	7	oozume	"final scene"
22161	大凶	7	daikyoo	"terrible luck"
22162	大葬	7	taisoo	"imperial funeral"
22163	短針	7	tansin	"hour hand"
22164	端倪	7	tangei	conjecturing
22165	地峡	7	tikyoo	isthmus
22166	地租	7	tiso	"land tax"
22167	地蜂	7	zibati	"Vespula flaviceps"
22168	地紋	7	zimon	"woven pattern"
22169	智能	7	tinoo	intelligence
22170	遅出	7	osode	"late attendance"
22171	茶臼	7	tyausu	"tea grinding mortar"
22172	茶目	7	tyame	playfulness
22173	忠勤	7	tyuukin	loyalty
22174	註釈	7	tyuusyaku	notes
22175	寵臣	7	tyoosin	"favored retainer"
22176	長道	7	nagamiti	"long road"
22177	沈鬱	7	tinutu	melancholy
22178	痛憤	7	tuuhun	"strong indignation"
22179	定常	7	teizyoo	regular
22180	定命	7	zyoomyoo	"one's predestined length of life"
22181	定立	7	teiritu	thesis
22182	帝廟	7	teibyoo	"imperial mausoleum"
22183	適作	7	tekisaku	"suitable crop"
22184	鉄剤	7	tetuzai	"iron preparations"
22185	電場	7	denba	"electric field"
22186	吐瀉	7	tosya	"vomiting and diarrhea"
22187	屠殺	7	tosatu	slaughter
22188	登楼	7	tooroo	"going up a tower"
22189	唐櫃	7	karabitu	"six-legged Chinese-style chest"
22190	塔屋	7	tooya	"rooftop structure, e.g. tower, elevator machine room, etc."
22191	灯心	7	toosin	wick
22192	当家	7	tooke	"this family"
22193	等化	7	tooka	equalization
22194	陶枕	7	tootin	"porcelain pillow"
22195	同憂	7	dooyuu	"sharing the same concern"
22196	堂堂	7	doodoo	magnificent
22197	導体	7	dootai	conductor
22198	童歌	7	warabeuta	"children's song"
22199	得物	7	emono	"specialized weapon or skill"
22200	独活	7	udo	
22201	内意	7	naii	intention
22202	内応	7	naioo	"secret understanding"
22203	内観	7	naikan	introspection
22204	捺印	7	natuin	"affixing a seal"
22205	縄目	7	nawame	knot
22206	難行	7	nangyoo	penance
22207	二心	7	hutagokoro	duplicity
22208	日計	7	nikkei	"daily account"
22209	日柄	7	higara	"lucky or unlucky aspect of a given day"
22210	入歯	7	ireba	"false tooth"
22211	入寂	7	nyuuzyaku	"death of a priest"
22212	悩殺	7	noosatu	fascinate
22213	濃紫	7	komurasaki	"dark purple"
22214	納所	7	nassyo	"temple office"
22215	馬賊	7	bazoku	"mounted bandit"
22216	馬丁	7	batei	"stable boy"
22217	馬糞	7	maguso	"horse dung"
22218	廃語	7	haigo	"obsolete word"
22219	排球	7	haikyuu	volleyball
22220	博奕	7	bakuti	gambling
22221	白面	7	hakumen	"fair complexion"
22222	白話	7	hakuwa	"colloquial Chinese"
22223	舶載	7	hakusai	"ocean transportation"
22224	八反	7	hattan	"twilled fabric"
22225	藩札	7	hansatu	"currency issued by a feudal clan"
22226	飯盒	7	hangoo	"cooking utensils"
22227	晩学	7	bangaku	"late education"
22228	蛮声	7	bansei	"rough voice"
22229	蛮族	7	banzoku	"savage tribe"
22230	飛揚	7	hiyoo	flying
22231	眉目	7	bimoku	face
22232	美称	7	bisyoo	euphemism
22233	百味	7	hyakumi	"all kinds"
22234	病臥	7	byooga	"ill in bed"
22235	腐植	7	husyoku	humus
22236	風儀	7	huugi	manners
22237	風樹	7	huuzyu	"tree swayed by the wind"
22238	副使	7	hukusi	vice-envoy
22239	仏寺	7	butuzi	"Buddhist temple"
22240	物情	7	butuzyoo	"public feeling"
22241	粉屋	7	konaya	"flour dealer"
22242	糞便	7	hunben	feces
22243	文苑	7	bunen	anthology
22244	文雅	7	bunga	"elegant or refined style"
22245	兵書	7	heisyo	"book on military science"
22246	兵制	7	heisei	"military system"
22247	平滑	7	heikatu	smooth
22248	平鍋	7	hiranabe	pan
22249	碧空	7	hekikuu	"blue sky"
22250	別席	7	besseki	"different seat"
22251	片栗	7	katakuri	"dogtooth violet"
22252	編制	7	hensei	organization
22253	母衣	7	horo	canopy
22254	母型	7	bokei	matrix
22255	方案	7	hooan	plan
22256	方術	7	hoozyutu	means
22257	法悦	7	hooetu	"religious exultation"
22258	芳墨	7	hooboku	"scented ink"
22259	豊熟	7	hoozyuku	"abundant harvest"
22260	豊麗	7	hoorei	rich
22261	亡児	7	boozi	"one's dead child"
22262	頬杖	7	hoozue	"resting one's chin in one's hands"
22263	本田	7	honden	"rice paddy"
22264	本俸	7	honpoo	"regular salary"
22265	凡才	7	bonsai	mediocrity
22266	魔境	7	makyoo	"haunts of wicked men"
22267	万巻	7	mangan	"many scrolls"
22268	密謀	7	mituboo	conspiracy
22269	民情	7	minzyoo	"of the people"
22270	夢魔	7	muma	nightmare
22271	無蓋	7	mugai	open
22272	無道	7	mudoo	inhuman
22273	無毒	7	mudoku	nonpoisonous
22274	明徴	7	meityoo	clarification
22275	銘茶	7	meitya	"fine tea"
22276	免官	7	menkan	dismissal
22277	綿密	7	menmitu	minute
22278	摸索	7	mosaku	groping
22279	模作	7	mosaku	imitation
22280	毛氈	7	moosen	carpet
22281	夜明	7	yoake	dawn
22282	役宅	7	yakutaku	"government housing for officials"
22283	癒合	7	yugoo	agglutination
22284	憂患	7	yuukan	sorrow
22285	有卦	7	uke	"streak of good luck"
22286	誘電	7	yuuden	induction
22287	遊蕩	7	yuutoo	"self-indulgent pleasure"
22288	雄滝	7	odaki	"greater waterfall"
